,Library.Full.Name,Library.Number,Survey.Year.From,A1.3.Ontario.Library.Service..OLS..Region..English.,A1.4.Type.of.Library.Service..English.,A1.5.Mailing.Address,A1.9.Street.Address,A1.10.City.Town,A1.11.Province,A1.12.Postal.Code,A1.13.Web.Site.Address,A1.14..No..of.Active.Library.Cardholders,B1.1..Net.Balance.brought.forward.from.previous.year,B2.1.1..Public.Library.Operating.Grant..PLOG.,B2.1.2..Pay.Equity.Grant,B2.1.3..First.Nation.Salary.Supplement.Grant,B2.1.4..Total.Provincial.Operating.Funding,B2.2..Local.Operating.Funding..e.g..Municipality.or.Band.local.operating.funding.,B2.4.1.03..Trillium.Foundation.funding,B2.4.1.04..Provincial.student.employment.funding,B2.4.1.05..ServiceOntario,B2.4.1.07..CAP.youth.support,B2.4.1.08..Young.Canada.Works,B2.4.1.10..OLCF,B2.4.1.99..Other.Project.Grant,B2.4.1a..Total.Project.Grants,B2.5..Donations..monies.donated.by.outside.bodies..e.g..Friends.groups..trust.funds.etc..,B2.6..Self.Generated.Revenue..e.g..fines..fees..sales.fundraising..room.rentals..cafe.revenue..etc..,B2.7..Debt.Services.and.Reserve.Fund.Revenues,B2.8..Other..Specify.any.other.source.of.funds.not.included.above.and.indicate.the.amount.received.from.each.funding.source.listed..e.g..Connectivity.,B2.9..Total.Operating.Revenues,B3.1..Provincial,B3.2..Federal,B3.3..Local,B3.4..Other..specify.any.other.source.of.funds.not.included.above.and.indicate.the.amount.received.from.each.funding.source.listed..report.each.funding.source.on.a.separate.line.,B3.5..Total.Capital.Revenues,B4.01..Materials,B4.01.1..General..Include.all.physical.items.that.are.not.electronic..e.g..books..periodicals..etc..,B4.01.2..Electronic..e.g..electronic.subscriptions.and.other.databases..downloadable.media..gaming..software..Playaway..DVDs..and.e.resources.,B4.02..Staffing..Total.funds.spent.on.all.staff..including.benefits..,B4.03..Staff.Training..Total.funds.spent.on.staff.training..including.travel.and.accommodation.,B4.04..Facilities.Utilities..Costs.related.to.library.facility.operation..e.g..insurance..rent..lighting..maintenance..etc..,B4.05.1..Telephone.and.Fax,B4.05.2..Dedicated.Internet.Connectivity.Costs..e.g..wireless..ISDN..dedicated.lines..,B4.06..Computer.Services..Total.spent.on.computer.equipment.and.related.expenses..e.g..computer.maintenance.contracts..etc...new.automated.systems..etc..,B4.07..Debt.Charges.and.Transfers.to.Reserve.Funds,B4.08..Funds.returned.to.government.sources,B4.09..Contract.payments.made.to.library.board.for.library.services..Specify.the.library.board.s..and.amount.given.to.each.board..report.each.payment.on.a.separate.line.,B4.10..Other..specify.all.other.expenditures.not.reported.above.and.indicate.the.amount.spent.for.each.expenditure.listed..report.each.item.on.a.separate.line.,B5.0..Total.Operating.Expenditures,B6.0..Total.Capital.Expenditures..funds.expended.on.land..building.construction.renovation.or.furniture.,C4.1.F..No,C4.1.T..Yes,C4.2..If.yes..how.many,C4.3.01..Freegal,C4.3.02..Freading,C4.3.03..Hoopla,C4.3.04..Zinio,C4.3.05..IndieFlix,C4.3.06..Flipster,C4.3.07..Naxos,C4.3.90..Other,D1.0.H..How.many.hours.per.week.in.your.library.constitute.a.full.time.position..must.be.at.least.32.5.hours..,D1.1.1.C..Librarians,D1.1.2.C..Library.Technicians,D1.1.3.C..EXCEL.Graduates,D1.1.4.C..Other.Staff,D1.1.5.C..Volunteers,D1.2.1.C..Librarians,D1.2.1.H..Librarians,D1.2.2.C..Library.Technicians,D1.2.2.H..Library.Technicians,D1.2.3.C..EXCEL.Graduates,D1.2.3.H..EXCEL.Graduates,D1.2.4.C..Other.Staff,D1.2.4.H..Other.Staff,D1.2.5.C..Volunteers,D1.2.5.H..Volunteers,E1.1..Total.No..of.Public.Access.Workstations.available.in.your.library,E1.1.1..Provide.Internet.access,E1.1.2..Provide.OPAC.and.or.ILS.Access,E1.1.4..Total.number.of.lending.laptops..netbooks..and.tablets..e.g..iPads.,E1.2..E.readers,E2.1.F..Does.your.library.have.an.automated.catalogue.system.,E2.1.T..Does.your.library.have.an.automated.catalogue.system.,E2.3.F..Does.your.library.provide.wireless.Internet.connection.,E2.3.T..Does.your.library.provide.wireless.Internet.connection.,E2.4.F..Does.your.library.have.a.3D.Printer.s.,E2.4.T..Does.your.library.have.a.3D.Printer.s.,E2.5..If.yes.state.how.many.,E2.6.F..Does.your.library.have.a.Maker.Space..mobile.Maker.Space..Digital.Media.Lab..Digital.Learning.Centre..Self.Publishing.Centre..Recording.Studio.etc.,E2.6.T..Does.your.library.have.a.Maker.Space..mobile.Maker.Space..Digital.Media.Lab..Digital.Learning.Centre..Self.Publishing.Centre..Recording.Studio.etc.,E2.7..If.yes.state.how.many.,E3.1.SPC..Main.Library,E3.1.SPH..Main.Library,E3.2.SPC..Branches.open.12.hours.per.week.or.more,E3.2.SPH..Branches.open.12.hours.per.week.or.more,E3.3.SPC..Branches.open.less.than.12.hours.per.week,E3.3.SPH..Branches.open.less.than.12.hours.per.week,E3.4.SPC..Bookmobile.stop.locations,E3.4.SPH..Bookmobile.stop.locations,E3.5.SPC..Deposit.Stations.and.Kiosks..refer.to.criteria.,E3.5.SPH..Deposit.Stations.and.Kiosks..refer.to.criteria.,E3.6.SPC..No..of.Bookmobiles.owned.by.your.library.board,F1.0..Total.Annual.Circulation..Actual.Annual.Direct.Circulation.,F2.1.P..No..of.programs.held.annually,F2.2.A..Annual.program.attendance,F2.301.Attendance..Early.literacy.and.Early.learning,F2.301.Programs..Early.literacy.and.Early.learning,F2.302.Attendance..Other.Children.s.programming,F2.302.Programs..Other.Children.s.programming,F2.303.Attendance..Summer.Reading,F2.303.Programs..Summer.Reading,F2.304.Attendance..Homework.help,F2.304.Programs..Homework.help,F2.305.Attendance..Class.instruction.at.a.library.or.school,F2.305.Programs..Class.instruction.at.a.library.or.school,F2.306.Attendance..Teen.programming,F2.306.Programs..Teen.programming,F2.307.Attendance..Newcomer.focus,F2.307.Programs..Newcomer.focus,F2.308.Attendance..Careers..job.help...skills.,F2.308.Programs..Careers..job.help...skills.,F2.309.Attendance..Business.Development,F2.309.Programs..Business.Development,F2.310.Attendance..Community.Development,F2.310.Programs..Community.Development,F2.311.Attendance..Technology..social.media.and.computer.literacy.,F2.311.Programs..Technology..social.media.and.computer.literacy.,F2.311a.Attendance..Maker.space..Digital.media.lab..Self.publishing,F2.311a.Programs..Maker.space..Digital.media.lab..Self.publishing,F2.312.Attendance..Genealogy..local.history..Doors.Open,F2.312.Programs..Genealogy..local.history..Doors.Open,F2.313.Attendance..Adult.learning..not.covered.elsewhere.,F2.313.Programs..Adult.learning..not.covered.elsewhere.,F2.314.Attendance..Seniors.programming,F2.314.Programs..Seniors.programming,F2.315.Attendance..Culture.Days..poetry.and.story.readings..art.shows,F2.315.Programs..Culture.Days..poetry.and.story.readings..art.shows,F2.316.Attendance..First.Nations.Public.Library.Week,F2.316.Programs..First.Nations.Public.Library.Week,F2.317.Attendance..First.Nation.Communities.Reads,F2.317.Programs..First.Nation.Communities.Reads,F2.318.Attendance..Ontario.Public.Library.Week...Canadian.Library.Month,F2.318.Programs..Ontario.Public.Library.Week...Canadian.Library.Month,F2.319.Attendance..Book.Clubs,F2.319.Programs..Book.Clubs,F2.320.Attendance..Other,F2.320.Programs..Other,F3.1.1..No..of.requests.made.to.other.libraries,F3.1.2..No..of.items.being.borrowed,F3.2.1..No..of.requests.received.from.other.libraries,F3.2.2..No..of.items.lent,G1.1.1.W..All.circulation.except.E.books..downloadable.audio.books..music.and.video,G1.1.2.W..All.circulation.for.E.books..downloadable.audio.books..music.and.video.,G1.1.3.W..Total.circulation.of.all.library.materials,G1.2.1.W..Total.In.Library.Materials.Use,G1.3.1.W..No..of.people.using.library.workstations,G1.3.2.W..No..of.times.electronic.databases.are.accessed.by.library.users,G1.3.3.W..No..of.people.using.public.library.wireless.connection,G1.3.4.W..No..of.people.using.Maker.Spaces..Digital.Media.labs..Self.Publishing.Centres,G1.4.1.W..No..of.standard.reference.transactions,G1.4.2.W..No..of.electronic.reference.transactions,G1.4.3.W..No..of.Reader.s.Advisory.transactions,G1.4.4.W..No..of.Information.Communication.Technology..software.and.social.media.support.requests,G1.4.5.W..Average.staff.time.in.minutes.per.Information.Communication..Technology..software.and.social.media.support.request.,G1.4.6.W..Number.of.times.accessible.material..equipment.or.devices.are.requested,G1.5.1.W..No..of.visits.to.the.library.made.in.person,G1.5.2.W..No..of.electronic.visits.to.the.library.website,G1.5.3.W..No..of.Social.Media.visits,H1.1.1.01..Books,H1.1.1.02..E.books,H1.1.1.03..Databases.and.Other.Downloadable.Services,H1.1.1.04..Computer.software,H1.1.1.05..Connectivity,H1.1.1.06..Integrated.Library.systems,H1.1.1.07..Corporate.Discount.Programs,H1.1.1.08..Municipal.and.Local.government,H1.1.1.92..Other.Types.of.Consortia,H1.2.1.F..No,H1.2.1.T..Yes,H1.2.2..If.Yes..provide.number.of.Friends.or.Foundations.organizations.your.public.library.works.with..,H1.3.1.F..No,H1.3.1.T..Yes,H1.3.2.10..Instagram,H1.3.2.11..Blogs,H1.3.2.12..Twitter,H1.3.2.13..Facebook,H1.3.2.14..Google.,H1.3.2.15..RSS.feeds,H1.3.2.16..Flickr,H1.3.2.17..YouTube,H1.3.2.18..LinkedIn,H1.3.2.19..Pinterest,H1.3.2.20..Tumblr,H1.3.2.90..Other.Social.Media,H1.4.1.F..No,H1.4.1.T..Yes,H1.4.2..If.Yes..how.many...,H1.4.3.21..Community.museums,H1.4.3.22..Art.galleries,H1.4.3.23..Municipal.cultural.planning.partnerships,H1.4.3.24..Archives,H1.4.3.25..Heritage.Organizations,H1.4.3.26..Ethno.cultural.and.Newcomer.Service.Organizations,H1.4.3.93..Other.Cultural.Partners,H1.5.1.F..No,H1.5.1.T..Yes,H1.5.2..If.Yes..how.many.,H1.5.3.40..Early.Childhood.Organizations,H1.5.3.41..School.boards..including.local.schools.and.local.education.authorities,H1.5.3.42..Community.Colleges,H1.5.3.43..Universities,H1.5.3.44..Distance.Education,H1.5.3.94..Other.Education.Sector.Partners,H1.5.4..Please.provide.highlights.or.examples.of.your.library.s.partnerships.with.the.Education.sector.,H1.7.1.F..No,H1.7.1.T..Yes,H1.7.2.31..ServiceOntario,H1.7.2.32..ESDC,H1.7.2.34..Municipal.services..e.g..licences.,H1.7.2.35..Health,H1.7.2.36..CAP.Youth,H1.7.2.91..Other.government.Service.Partnerships,H1.8.1.F..No,H1.8.1.T..Yes,H1.8.2.PC..Please.outline.your.projects.in.the.field.below..Provide.year.the.project.is.planned.for.,H1.8.3.F..No,H1.8.3.T..Yes,H1.8.4.TN..Please.outline.your.technology.needs.in.the.field.below.,H1.9.1.F..No,H1.9.1.T..Yes,H1.9.2.51..Chamber.of.Commerce,H1.9.2.52..Business.Improvement.Area..BIA.,H1.9.2.95..Other.Business.and.Economic.Sector.Partnerships,P1.1..Resident.Population.Served,P1.2..Contracting.Population.Served,P2.1..Contracting.Households.Served,P2.2..Resident.Households.Served
298,Sagamok Anishnawbek FN,L0432,2018,Ontario Library Service - North,First Nations Library,Box 610 ,,Massey,Ontario,P0P1P0,,175,0,"3,073",0,"13,000","16,073","35,188",0,0,0,0,0,0,0,0,0,0,0,0,"51,261",0,0,0,0,0,0,0,0,"34,452","1,323",0,0,0,0,0,0,0,0,"35,775",0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,652,7,74,17,1,12,1,0,0,0,0,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,5,1,7,1,4,1,0,0,0,0,0,5,5,0,11,0,11,15,7,0,7,0,0,0,0,0,0,4,15,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,607",0,0,0
299,Saugeen FN,L0415,2018,Southern Ontario Library Service,First Nations Library,"GMB # 3, Site #3 ",812 French Bay Road ,Southampton,Ontario,N0H2L0,,196,0,"2,051",0,"13,000","15,051","50,000",0,0,0,0,0,0,0,0,0,0,0,"1,920","66,971",0,0,0,0,0,"11,000","5,000","6,000","20,200",0,"6,000","1,950","1,920",0,0,0,0,"25,901","66,971",0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,1,25,12,10,10,10,0,7,0,0,0,0,1,0,0,0,0,1,1,1,32,0,0,0,0,0,0,0,0,0,"3,038",15,317,0,0,12,1,20,1,16,1,8,1,12,1,0,0,0,0,0,0,8,1,0,0,60,1,0,0,12,1,14,1,20,1,80,1,16,1,20,1,13,1,0,0,0,0,0,0,49,20,69,31,57,5,25,10,8,1,7,12,15,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"6,000",0,0,0,0,0,810,0,0,0
300,Sault Ste. Marie,L0191,2018,Ontario Library Service - North,Public or Union Library,50 East Street ,50 East Street ,Sault Ste. Marie,Ontario,P6A3C3,www.ssmpl.ca,"18,159","-112,439","160,595","207,474",0,"368,069","2,532,209",0,"3,658",850,0,0,0,"48,780","53,288","71,549","66,255","18,353",0,"3,131,410",0,"50,000","50,000",0,"100,000","111,457","67,817","43,640","2,511,085","10,374","349,030","15,239","7,577","87,190",0,0,0,"124,123","3,216,075",0,0,1,1,0,0,0,0,0,0,0,1,35,3,3,4,13,0,0,0,0,0,0,0,29,263,57,154,35,17,9,9,0,0,1,0,1,0,1,1,0,1,1,1,68,1,55,0,0,0,0,0,0,0,"196,727","1,152","25,816","1,782",92,"14,167",374,101,3,0,0,70,5,386,52,0,0,0,0,0,0,0,0,97,90,900,150,14,1,"1,845",184,"1,092",77,"3,197",21,0,0,0,0,0,0,171,24,"1,994",79,"2,051","1,666","1,615",936,"10,804","1,273","12,077",426,308,694,"2,429",52,460,18,84,80,5,100,"7,547","2,882","15,718",1,1,1,0,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1,630,000",0,1,"35,000",0,1,1,0,0,"73,368","8,341","1,735","34,590"
301,Schreiber Twp,L0301,2018,Ontario Library Service - North,Public or Union Library,314 Scotia Street P.O. Box 39 ,314 Scotia Street ,Schreiber,Ontario,P0T2S0,www.schreiberlibrary.ca,812,"5,069","3,871",0,0,"3,871","146,902",0,0,0,0,0,0,"14,111","14,111",400,"3,621","3,350","1,263","173,807",0,0,0,0,0,"8,837","6,859","1,978","102,601","2,704","8,305","2,537",940,"1,724","2,028",0,289,"16,937","146,902",0,0,0,0,0,0,0,0,0,0,0,0,32.5,0,0,0,0,0,0,0,0,0,2,32,1,8,0,0,5,5,5,6,4,0,1,0,1,0,0,0,0,1,2,1,36,0,0,0,0,0,0,0,0,0,"11,280",38,"4,686",385,2,"2,295",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239,5,0,0,0,0,11,1,236,4,947,6,399,4,0,0,0,0,105,2,69,1,0,0,208,206,244,123,226,0,226,32,59,"1,549",130,458,6,2,8,5,5,0,118,25,"1,318",0,1,1,0,1,1,1,0,1,0,1,2,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,3,1,0,1,1,0,0,0,0,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,"2,044",0,0,0,0,0,"1,047",100,0,670
302,Scugog Memorial,L0304,2018,Southern Ontario Library Service,Public or Union Library,P.O. Box 1049 ,231 Water Street ,Port Perry,Ontario,L9L1A8,www.scugoglibrary.ca,"6,459",0,"32,565","27,192",0,"59,757","647,997",0,0,0,0,"2,759",0,0,"2,759","5,578","54,919",0,0,"771,010",0,0,0,0,0,"45,060","27,985","17,075","577,785","2,085","69,220","1,951","1,526","38,600",0,0,0,"34,783","771,010",0,0,1,2,0,0,0,1,0,0,0,1,35,1,1,0,0,0,0,0,3,72.75,0,0,10,149.75,0,0,29,27,27,0,0,0,1,0,1,0,0,0,0,0,0,1,57,0,0,0,0,0,0,0,0,0,"132,737",650,"9,012","3,048",285,286,17,647,70,0,0,184,11,59,12,71,12,64,3,0,0,713,61,409,70,0,0,16,2,0,0,0,0,"3,215",89,0,0,0,0,0,0,300,18,0,0,"1,499","1,425","1,906","1,180","1,192","1,089","2,281",535,311,11,721,0,90,10,9,46,5,1,"2,659","1,101",423,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"20,000",0,1,"55,000",0,0,0,0,0,"18,086",0,0,"8,724"
303,Seguin Twp,L0321,2018,Ontario Library Service - North,Public or Union Library,15 Humphrey Street ,15 Humphrey Street ,Seguin,Ontario,P2A2W8,www.seguinpubliclibraries.ca,"2,365",0,"19,959","3,465",0,"23,424","152,328",0,0,"1,700",0,0,0,0,"10,233","1,697","2,234",0,"1,090","191,006",0,0,0,0,0,"16,946","13,041","3,905","126,687","2,419","3,469","2,718","1,769","8,234","23,264",0,"5,500",0,"191,006",0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,0,0,0,0,0,0,0,0,0,2,10,0,0,17,17,17,4,4,0,1,0,1,0,0,0,0,0,0,1,32,0,0,3,27,0,0,0,0,0,"15,717",11,188,0,0,30,3,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,5,0,0,0,0,0,0,0,0,0,0,0,0,28,2,476,405,455,350,446,250,696,46,68,0,121,0,24,0,17,27,5,0,471,0,0,0,1,0,0,0,1,0,0,0,0,1,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,"4,000",0,0,0,0,0,"4,304",0,0,"4,752"
304,Seine River FN,L0416,2018,Ontario Library Service - North,First Nations Library,P.O. Box 129 ,Learning Centre Road ,Seine River FN,Ontario,P0W1H0,,32,851,969,0,"13,000","13,969","24,871",0,0,0,0,0,0,0,0,0,0,0,0,"38,840",0,0,0,0,0,331,331,0,"26,434",0,"5,885","3,488","2,064",0,0,0,0,0,"38,202",0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,2,24,1,2,4,4,4,3,3,0,1,0,1,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,875,1,15,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,47,1,9,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"10,000",0,0,0,0,0,358,0,0,0
305,Selwyn,L0309,2018,Southern Ontario Library Service,Public or Union Library,P.O. Box 500 ,836 Charles Street ,Bridgenorth,Ontario,K0L1H0,www.MyPublicLibrary.ca,"5,106","78,210","34,932","2,181",0,"37,113","473,174",0,0,0,0,0,0,"13,113","13,113","2,210","58,219","43,121","3,057","630,007",0,0,0,0,0,"84,686","72,819","11,867","332,277","2,573","56,744","3,709","2,793","22,845","71,415",0,0,"51,887","628,929",0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,3,30,0,0,0,0,0,0,26,22,22,0,4,0,1,0,1,0,0,0,0,0,0,1,44,2,61,0,0,0,0,0,0,0,"129,845",643,"9,184","1,233",70,"2,055",53,556,42,0,0,"2,999",126,0,0,0,0,0,0,0,0,386,6,438,233,420,27,20,1,0,0,34,2,74,14,0,0,0,0,0,0,486,44,483,25,941,920,"1,669",904,"2,041",543,"2,584",313,128,76,"1,274",0,116,0,44,101,8,6,"1,188","1,587","1,151",0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"35,000",0,1,0,0,1,"17,060",0,0,"8,587"
306,Serpent River FN,L0417,2018,Ontario Library Service - North,First Nations Library,49 Village Road  P.O. Box 16 ,,Cutler,Ontario,P0P1B0,www.serpentriverfn.ca,200,0,"1,553",0,"13,000","14,553",200,0,0,0,0,0,0,0,0,0,0,0,"4,188","18,941",0,0,0,0,0,0,0,0,"14,553",0,"7,495",701,"2,920",0,0,0,0,0,"25,669",0,0,0,0,0,0,0,0,0,0,0,0,32.5,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,12,12,0,0,0,0,1,0,1,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,230,24,195,0,0,15,5,0,0,5,3,0,0,0,0,0,0,0,0,0,0,50,5,0,0,0,0,0,0,0,0,0,0,50,5,25,1,0,0,0,0,0,0,50,5,0,0,0,0,1,1,2,10,25,5,200,5,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"2,500",0,0,0,0,0,372,0,0,0
307,Severn Township Library,L0258,2018,Southern Ontario Library Service,Public or Union Library,31 Coldwater Rd. Box 278 ,31 Coldwater Road ,Coldwater,Ontario,L0K1E0,http:// www.coldwater.library.on.ca/,867,0,"25,342",0,0,"25,342","221,434",0,0,0,0,0,0,0,0,615,"1,930",0,0,"271,140",0,0,0,0,0,"40,113","16,032","24,081","106,369",895,"28,336","2,026",0,569,0,0,"1,451",0,"179,759",0,0,1,2,0,0,0,1,0,1,0,0,35,1,0,0,0,0,0,0,0,0,0,0,3,31,1,2,6,6,6,0,0,0,1,0,1,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,0,0,"40,436",28,363,63,1,167,15,13,1,2,1,0,0,0,0,0,0,36,1,0,0,0,0,5,1,0,0,0,0,71,7,0,0,0,0,0,0,0,0,0,0,6,1,0,0,"1,276",942,323,296,644,160,804,42,64,17,56,0,29,14,6,0,4,0,429,78,27,1,2,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11,719","1,738",941,"7,260"
308,Shawanaga FN,L0418,2018,Ontario Library Service - North,First Nations Library,2 Church St. R.R. #1 ,2 Church St. ,Nobel,Ontario,P0G1G0,www,205,664,669,0,"13,000","13,669",0,0,0,0,0,0,0,0,0,0,0,0,0,"13,669",0,0,0,0,0,826,298,528,"5,452",0,0,0,"2,802",0,0,0,0,557,"9,637",0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0
309,Shelburne,L0075,2018,Southern Ontario Library Service,Public or Union Library,201 Owen Sound St. ,201 Owen Sound St. ,Shelburne,Ontario,L9V3L2,www.shelburnelibrary.ca,"7,046","-8,258","6,069",214,0,"6,283","194,697",0,"3,658",0,0,0,0,"6,224","9,882","13,220","15,703","20,946",0,"399,385",0,0,0,0,0,"58,459","46,814","11,645","221,303","2,160","44,456","2,492","1,668","7,194","30,128",0,0,"18,095","385,955","8,836",0,1,2,0,0,0,0,0,1,0,1,35,1,0,0,0,0,1,28,1,10,0,0,5,57.3,14,15,11,8,8,8,3,0,1,0,1,0,0,0,0,0,0,1,45,0,0,0,0,0,0,0,0,0,"78,259","2,156","7,165","1,325",85,457,4,"1,252",62,48,23,"1,016",19,172,29,72,12,0,0,0,0,0,0,"1,513","1,513",539,46,0,0,0,0,652,341,0,0,0,0,0,0,0,0,119,22,0,0,"1,778","1,540","1,425",826,"1,601",228,"1,829",139,196,103,64,15,68,10,192,64,10,58,604,187,"1,800",0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,0,0,1,17,1,0,1,1,0,0,14,0,1,6,1,1,1,1,1,1,0,0,1,0,0,0,0,0,2,0,1,"75,000",0,1,"7,000",0,1,0,1,0,"8,126","15,181","5,959","2,904"
310,Sheshegwaning FN,L0419,2018,Ontario Library Service - North,First Nations Library,1125 Sheshegwaning Road ,1125 Sheshegwaning Road ,Sheshegwaning,Ontario,P0P1X0,www.olsn.ca/sheshegwaning/,50,"5,663",593,0,"13,000","13,593",0,0,0,0,0,0,0,0,0,0,0,0,0,"13,593",0,0,0,0,0,"18,350","4,757","13,593",0,0,0,"1,470",0,0,0,0,0,0,"19,820",0,0,0,0,0,0,0,0,0,0,0,0,32.5,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,1,1,1,4,0,0,0,0,1,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,200,9,25,7,1,4,2,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,6,3,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"1,210",0,0,0,0,0,115,0,0,0
